longitude,latitude,aver_price,latlon
116.31783100000001,40.039,109.5,"116.31783100000001,40.039"
116.29229099999999,39.856662,78.9,"116.29229099999999,39.856662"
116.46615,39.963231,187.5,"116.46615,39.963231"
116.34852099999999,39.930655,130.2,"116.34852099999999,39.930655"
116.431393,39.957079,112.5,"116.431393,39.957079"
116.38072700000001,40.01826,108.1,"116.38072700000001,40.01826"
116.65526499999999,40.139222,55.4,"116.65526499999999,40.139222"
116.48048999999999,39.945153000000005,117.6,"116.48048999999999,39.945153000000005"
116.695318,39.896165,56.2,"116.695318,39.896165"
116.497474,39.810115,106.1,"116.497474,39.810115"
116.42274599999999,39.870396,88.7,"116.42274599999999,39.870396"
116.60503500000002,40.051164,67.8,"116.60503500000002,40.051164"
116.442531,39.89667,134.7,"116.442531,39.89667"
116.43379099999999,39.966931,142.9,"116.43379099999999,39.966931"
116.387037,39.95917,127.5,"116.387037,39.95917"
116.374008,39.863807,88.7,"116.374008,39.863807"
116.329472,39.977829,175.7,"116.329472,39.977829"
116.40794299999999,39.714557,32.6,"116.40794299999999,39.714557"
116.192392,39.778845000000004,45.5,"116.192392,39.778845000000004"
116.365812,39.960581,113.1,"116.365812,39.960581"
116.37555,40.042102,79.2,"116.37555,40.042102"
116.119651,39.934504,30.0,"116.119651,39.934504"
116.37785,39.842419,96.3,"116.37785,39.842419"
116.426617,39.867647999999996,93.5,"116.426617,39.867647999999996"
116.351869,40.093821000000005,38.7,"116.351869,40.093821000000005"
116.35133700000002,39.931197,115.4,"116.35133700000002,39.931197"
116.287131,39.853268,73.2,"116.287131,39.853268"
116.43228700000002,39.920429,164.2,"116.43228700000002,39.920429"
116.42841100000001,40.135622999999995,36.9,"116.42841100000001,40.135622999999995"
116.12196399999999,39.939762,47.0,"116.12196399999999,39.939762"
116.19306599999999,39.866759,65.2,"116.19306599999999,39.866759"
116.49228799999999,39.802479999999996,94.8,"116.49228799999999,39.802479999999996"
116.150848,39.741485,58.8,"116.150848,39.741485"
116.318055,39.770087,59.8,"116.318055,39.770087"
116.469439,39.891382,163.2,"116.469439,39.891382"
116.39145,39.978742,150.0,"116.39145,39.978742"
116.372382,39.958962,79.2,"116.372382,39.958962"
116.44485700000001,39.954789,164.8,"116.44485700000001,39.954789"
116.608355,39.936064,92.0,"116.608355,39.936064"
116.50944799999999,39.874885,112.5,"116.50944799999999,39.874885"
116.65810400000001,39.8932,70.5,"116.65810400000001,39.8932"
116.15082,39.742294,37.3,"116.15082,39.742294"
116.385769,39.841378999999996,166.7,"116.385769,39.841378999999996"
116.47206399999999,39.887679999999996,104.8,"116.47206399999999,39.887679999999996"
116.481385,39.874867,89.9,"116.481385,39.874867"
116.511523,39.938707,73.8,"116.511523,39.938707"
116.344572,39.966944,120.0,"116.344572,39.966944"
116.289102,39.923448,138.4,"116.289102,39.923448"
116.38860600000001,39.965854,125.8,"116.38860600000001,39.965854"
116.603501,39.919667,85.5,"116.603501,39.919667"
116.676119,39.875612,56.7,"116.676119,39.875612"
116.334907,39.744008,78.7,"116.334907,39.744008"
116.66884099999999,40.113345,40.0,"116.66884099999999,40.113345"
116.447783,39.943870000000004,172.8,"116.447783,39.943870000000004"
116.24700800000001,39.906426,79.2,"116.24700800000001,39.906426"
116.636725,40.031531,29.1,"116.636725,40.031531"
116.643924,39.889841,47.7,"116.643924,39.889841"
116.33775200000001,39.915591,128.6,"116.33775200000001,39.915591"
116.340636,39.990459,187.5,"116.340636,39.990459"
116.678491,40.127539,47.2,"116.678491,40.127539"
116.25421200000001,40.216336,44.3,"116.25421200000001,40.216336"
116.42262099999999,40.03926,92.9,"116.42262099999999,40.03926"
116.175752,39.728172,83.9,"116.175752,39.728172"
116.21711,39.767727,64.1,"116.21711,39.767727"
116.19558400000001,39.927906,81.6,"116.19558400000001,39.927906"
116.343245,39.900529,105.3,"116.343245,39.900529"
116.600168,39.937451,76.9,"116.600168,39.937451"
116.452221,39.893046000000005,108.1,"116.452221,39.893046000000005"
116.363739,39.884305,93.8,"116.363739,39.884305"
116.490525,39.97146,130.2,"116.490525,39.97146"
116.42276100000001,40.014025,105.6,"116.42276100000001,40.014025"
116.325616,39.680682,78.7,"116.325616,39.680682"
116.500382,39.805889,86.0,"116.500382,39.805889"
116.36498700000001,40.036611,100.0,"116.36498700000001,40.036611"
116.203052,39.921408,108.1,"116.203052,39.921408"
116.42331200000001,39.867391999999995,104.0,"116.42331200000001,39.867391999999995"
116.43823,39.958894,107.6,"116.43823,39.958894"
116.645523,39.893536,69.2,"116.645523,39.893536"
