longitude,latitude,aver_price,latlon
113.97256541636999,22.540390626637002,111.1,"113.97256541636999,22.540390626637002"
113.98394563798,22.553244586395998,166.1,"113.98394563798,22.553244586395998"
113.97513300000001,22.58297,97.3,"113.97513300000001,22.58297"
113.906502,22.488927,84.5,"113.906502,22.488927"
113.90869199999999,22.725392000000003,20.6,"113.90869199999999,22.725392000000003"
113.991743,22.593965,114.1,"113.991743,22.593965"
114.034306,22.655875,87.4,"114.034306,22.655875"
113.98394563798,22.553244586395998,114.3,"113.98394563798,22.553244586395998"
114.08750400000001,22.657009,74.4,"114.08750400000001,22.657009"
113.97173247466999,22.533048522443,146.4,"113.97173247466999,22.533048522443"
113.84431299999999,22.733567,37.5,"113.84431299999999,22.733567"
113.80811499999999,22.684089999999998,62.3,"113.80811499999999,22.684089999999998"
113.891326,22.497142,83.3,"113.891326,22.497142"
114.38890500000001,22.75336,20.6,"114.38890500000001,22.75336"
113.97516499999999,22.58299,103.7,"113.97516499999999,22.58299"
114.13664495645,22.549311552404,66.3,"114.13664495645,22.549311552404"
114.03327001526002,22.656848494228,47.2,"114.03327001526002,22.656848494228"
114.026227,22.645981,55.0,"114.026227,22.645981"
113.909205,22.586241,72.2,"113.909205,22.586241"
114.212824,22.655393,66.1,"114.212824,22.655393"
114.04843400000001,22.615211,74.1,"114.04843400000001,22.615211"
114.075296,22.649497,55.6,"114.075296,22.649497"
113.936296,22.523262,185.7,"113.936296,22.523262"
113.91148209353999,22.579871622231003,101.5,"113.91148209353999,22.579871622231003"
114.03730800000001,22.532427,78.2,"114.03730800000001,22.532427"
113.91228500000001,22.575441,105.7,"113.91228500000001,22.575441"
113.90847148757,22.556193061767,65.4,"113.90847148757,22.556193061767"
113.826001,22.745366,52.7,"113.826001,22.745366"
114.06396930052,22.528266405313,141.8,"114.06396930052,22.528266405313"
113.93322645466002,22.533165933709,98.7,"113.93322645466002,22.533165933709"
114.01339399999999,22.655697,94.8,"114.01339399999999,22.655697"
113.907471,22.561460999999998,100.0,"113.907471,22.561460999999998"
113.90266799999999,22.483411,160.0,"113.90266799999999,22.483411"
114.083041,22.625808,70.3,"114.083041,22.625808"
113.97200422094,22.528065995026,213.7,"113.97200422094,22.528065995026"
113.979887,22.557031,153.3,"113.979887,22.557031"
114.02836722924,22.653748422724,58.1,"114.02836722924,22.653748422724"
114.26067170108999,22.729958773193,55.6,"114.26067170108999,22.729958773193"
113.869206,22.583862,130.0,"113.869206,22.583862"
113.808995,22.681418,33.7,"113.808995,22.681418"
114.034306,22.655875,93.6,"114.034306,22.655875"
114.038848,22.656019,60.0,"114.038848,22.656019"
114.228306,22.640351000000003,39.5,"114.228306,22.640351000000003"
114.04282099999999,22.628935000000002,100.0,"114.04282099999999,22.628935000000002"
113.9020039833,22.588515373726,66.7,"113.9020039833,22.588515373726"
114.055497,22.695923,60.8,"114.055497,22.695923"
114.24948799999999,22.745333,40.0,"114.24948799999999,22.745333"
114.043332,22.667554,129.2,"114.043332,22.667554"
114.16378600000002,22.614385000000002,62.4,"114.16378600000002,22.614385000000002"
114.09025,22.536091,114.3,"114.09025,22.536091"
114.03840647446998,22.669434745559002,70.0,"114.03840647446998,22.669434745559002"
113.893786,22.587838,82.8,"113.893786,22.587838"
113.937389,22.586106,89.1,"113.937389,22.586106"
114.11722052719,22.59659366389,118.6,"114.11722052719,22.59659366389"
114.03197061686001,22.539723683260004,44.8,"114.03197061686001,22.539723683260004"
113.89539148771001,22.554135800504,202.4,"113.89539148771001,22.554135800504"
113.814819,22.712139,45.0,"113.814819,22.712139"
114.107671,22.570935000000002,100.0,"114.107671,22.570935000000002"
113.90405600000001,22.574463,120.0,"113.90405600000001,22.574463"
113.9611,22.553981,206.9,"113.9611,22.553981"
114.04238000000001,22.64989,104.0,"114.04238000000001,22.64989"
113.89246999999999,22.500598,93.0,"113.89246999999999,22.500598"
113.941723,22.49776,124.0,"113.941723,22.49776"
114.28084,22.730784,41.6,"114.28084,22.730784"
113.906624,22.580754000000002,80.1,"113.906624,22.580754000000002"
113.957672,22.547709,126.0,"113.957672,22.547709"
114.05386329166001,22.530104171103,200.0,"114.05386329166001,22.530104171103"
114.06001299999998,22.606099,51.0,"114.06001299999998,22.606099"
114.082994,22.533051999999998,117.8,"114.082994,22.533051999999998"
114.127137,22.539506,140.9,"114.127137,22.539506"
114.063071,22.63595,99.4,"114.063071,22.63595"
114.001347,22.698309,35.0,"114.001347,22.698309"
113.9611,22.5562,86.1,"113.9611,22.5562"
114.076846,22.541985,165.3,"114.076846,22.541985"
114.049714,22.527604,119.0,"114.049714,22.527604"
114.040931,22.652682000000002,73.3,"114.040931,22.652682000000002"
113.963237,22.575966,92.3,"113.963237,22.575966"
114.120984,22.548189999999998,154.5,"114.120984,22.548189999999998"
114.22596999999999,22.738529999999997,48.3,"114.22596999999999,22.738529999999997"
113.946959,22.498091,220.2,"113.946959,22.498091"
114.040931,22.652682000000002,78.2,"114.040931,22.652682000000002"
113.906502,22.488927,81.1,"113.906502,22.488927"
114.03197061686001,22.539723683260004,129.0,"114.03197061686001,22.539723683260004"
113.97516499999999,22.58299,115.4,"113.97516499999999,22.58299"
114.07673700000001,22.542308,152.5,"114.07673700000001,22.542308"
114.242911,22.721905,35.1,"114.242911,22.721905"
114.034306,22.655875,94.7,"114.034306,22.655875"
114.052,22.602907000000002,71.4,"114.052,22.602907000000002"
113.935806,22.517818,164.3,"113.935806,22.517818"
113.836528,22.725120999999998,39.3,"113.836528,22.725120999999998"
114.03900900000001,22.654116000000002,119.0,"114.03900900000001,22.654116000000002"
113.84002,22.639223,80.5,"113.84002,22.639223"
113.936734,22.516939999999998,146.7,"113.936734,22.516939999999998"
113.967499,22.585749,196.2,"113.967499,22.585749"
113.86838700000001,22.747352,42.0,"113.86838700000001,22.747352"
114.07784699999999,22.650988,71.1,"114.07784699999999,22.650988"
114.14747651453999,22.605179260372,60.9,"114.14747651453999,22.605179260372"
114.026974,22.657857999999997,86.7,"114.026974,22.657857999999997"
114.03768400000001,22.637256,59.6,"114.03768400000001,22.637256"
113.94861999999999,22.508966,135.1,"113.94861999999999,22.508966"
114.05892935551,22.537313295895,183.1,"114.05892935551,22.537313295895"
113.94621799999999,22.497863,142.3,"113.94621799999999,22.497863"
114.142381,22.580195,100.0,"114.142381,22.580195"
114.08965400000001,22.638192,60.0,"114.08965400000001,22.638192"
114.034306,22.655875,72.3,"114.034306,22.655875"
114.127137,22.539506,136.4,"114.127137,22.539506"
113.97114499999999,22.569968,109.4,"113.97114499999999,22.569968"
114.21591299999999,22.716854,38.1,"114.21591299999999,22.716854"
