longitude,latitude,dist,latlon
116.31783100000001,40.039,海淀,"116.31783100000001,40.039"
116.29229099999999,39.856662,丰台,"116.29229099999999,39.856662"
116.46615,39.963231,朝阳,"116.46615,39.963231"
116.34852099999999,39.930655,西城,"116.34852099999999,39.930655"
116.431393,39.957079,朝阳,"116.431393,39.957079"
116.38072700000001,40.01826,朝阳,"116.38072700000001,40.01826"
116.65526499999999,40.139222,顺义,"116.65526499999999,40.139222"
116.48048999999999,39.945153000000005,朝阳,"116.48048999999999,39.945153000000005"
116.695318,39.896165,通州,"116.695318,39.896165"
116.497474,39.810115,亦庄开发区,"116.497474,39.810115"
116.42274599999999,39.870396,丰台,"116.42274599999999,39.870396"
116.60503500000002,40.051164,朝阳,"116.60503500000002,40.051164"
116.442531,39.89667,朝阳,"116.442531,39.89667"
116.43379099999999,39.966931,朝阳,"116.43379099999999,39.966931"
116.387037,39.95917,西城,"116.387037,39.95917"
116.374008,39.863807,丰台,"116.374008,39.863807"
116.329472,39.977829,海淀,"116.329472,39.977829"
116.40794299999999,39.714557,大兴,"116.40794299999999,39.714557"
116.192392,39.778845000000004,房山,"116.192392,39.778845000000004"
116.365812,39.960581,海淀,"116.365812,39.960581"
116.37555,40.042102,海淀,"116.37555,40.042102"
116.119651,39.934504,门头沟,"116.119651,39.934504"
116.37785,39.842419,丰台,"116.37785,39.842419"
116.426617,39.867647999999996,丰台,"116.426617,39.867647999999996"
116.351869,40.093821000000005,昌平,"116.351869,40.093821000000005"
116.35133700000002,39.931197,西城,"116.35133700000002,39.931197"
116.287131,39.853268,丰台,"116.287131,39.853268"
116.43228700000002,39.920429,东城,"116.43228700000002,39.920429"
116.42841100000001,40.135622999999995,昌平,"116.42841100000001,40.135622999999995"
116.12196399999999,39.939762,门头沟,"116.12196399999999,39.939762"
116.19306599999999,39.866759,丰台,"116.19306599999999,39.866759"
116.49228799999999,39.802479999999996,亦庄开发区,"116.49228799999999,39.802479999999996"
116.150848,39.741485,房山,"116.150848,39.741485"
116.318055,39.770087,大兴,"116.318055,39.770087"
116.469439,39.891382,朝阳,"116.469439,39.891382"
116.39145,39.978742,朝阳,"116.39145,39.978742"
116.372382,39.958962,海淀,"116.372382,39.958962"
116.44485700000001,39.954789,朝阳,"116.44485700000001,39.954789"
116.608355,39.936064,朝阳,"116.608355,39.936064"
116.50944799999999,39.874885,朝阳,"116.50944799999999,39.874885"
